CALENDAR YEAR,MONTH,VENDOR NAME,CATEGORY,ITEM ,ITEM DESCRIPTION,QUANTITY,TRANSACTION SOURCE TYPE
2018,January,MILLER BREWING COMPANY,BEER,95532,FOSTER LAGER 12/25.4OZ CAN - 25.4OZ,1100,Purchase order
2018,January,LANTERNA DISTRIBUTORS INC,WINE,318461,BLISS CAB - 750ML,2,Purchase order
2018,January,JIM BEAM BRANDS CO,LIQUOR,70370,KNOB CREEK BOURBON - SMOKED MAPLE - 750ML,33,Purchase order
2018,January,LANTERNA DISTRIBUTORS INC,WINE,310711,ROMANTICA MOSCATO D'ASTI - 750ML,1,Purchase order
2018,January,LEGENDS LTD,BEER,24410,LONG TRAIL DOUBLE BAG DARK AMBER 4/6 NR - 12OZ,5,Purchase order
2018,January,MOET HENNESSY USA,LIQUOR,78501,GLENMORANGIE ORIGINAL SM SCOTC - 1.75L,72,Purchase order
2018,January,E & J GALLO WINERY,WINE,67571,BAREFOOT CEL P/GRIG - 750ML,51,Purchase order
2018,January,DELICATO FAMILY VINEYARDS,WINE,325957,BELLE AMBIANCE P/NOIR - 750ML,42,Purchase order
2018,January,KATCEF BROTHERS INC,BEER,29486,BOLD ROCK VIRGINIA DRAFT - 4/6 NR,63,Purchase order
2018,January,PUNTO VINO LLC,WINE,422703,LA CAPPUCCINA VERONA ROSSO - 750ML,7,Purchase order
2018,January,DIONYSOS IMPORTS INC,WINE,377880,KOTROTSOS MOSCHOFILERO ERASMIO - 750ML,2,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,341910,AU CONTRAIRE P/GRIS - 750ML,1,Purchase order
2018,January,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,72028,LINDEMANS BIN 65 CHARD - 750ML,56,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,309264,MERRY EDWARDS P/NOIR MEREDITH ESTATE - 750ML,1,Purchase order
2018,January,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,318272,DELOACH MER - 750ML,3,Purchase order
2018,January,ELITE WINES IMPORTS,WINE,384399,STIX CAB - 750ML,14,Purchase order
2018,January,LUNEAU USA INC,WINE,311748,TAVERNELLO SANG - 750ML,1,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,311964,TRUTH CUV DE FUME WHITE - 750ML,36,Purchase order
2018,January,ANHEUSER BUSCH INC,BEER,28682,DEVILS BACKBONE ADVENTURE PACK 12PK NR-12OZ,14,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,84659,GERARD BERTRAND TAUTAVEL - 750ML,6,Purchase order
2018,January,LANTERNA DISTRIBUTORS INC,WINE,312237,TWO VINTNERS ZIN - 750ML,1,Purchase order
2018,January,TREFETHEN VINEYARDS,WINE,81590,TREFETHEN EST CAB - 750ML,3,Purchase order
2018,January,WINE BRIDGE IMPORTS INC,WINE,339921,AWATERE S/BLC - 750ML,56,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,309843,BRECA GARN DEL FUEGO - 750ML,10,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,324211,DOM PAUL BUISSE TOURAINE S/BLC - 750ML,2,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,341833,JAM CELLARS BUTTER CHARD - 750ML,39,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,64939,BELMONDO P/GRIG - 1.5L,15,Purchase order
2018,January,KYSELA PERE ET FILS LTD,WINE,46287,MONTEBUENA TINTO RIOJA EB - 750ML,28,Purchase order
2018,January,BARON FRANCOIS LTD,WINE,51969,CH LE BONNAT RED GRAVES - 750ML,2,Purchase order
2018,January,AMERICAN BEVERAGE MARKETERS,NON-ALCOHOL,70647,FINEST CALL STRAWBERRY PUREE - 1L,40,Purchase order
2018,January,OPICI FAMILY DISTRIBUTING OF MD,WINE,45214,MCMANIS FAMILY VYDS PET/SHZ - 750ML,1,Purchase order
2018,January,SAZERAC CO,LIQUOR,11169,ANCIENT AGE BOURBON - 750ML,14,Purchase order
2018,January,THE SPANISH WINE IMPORTERS LLC,WINE,338470,BARCELONA LOLEA WH SANGRIA - 750ML,2,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,307294,LA RIOJA ALTA VINA ALBERDI RES - 750ML,6,Purchase order
2018,January,LEGENDS LTD,BEER,12404,FLYING FISH AMERICAN TRIPEL - 6/4 12.OZ NR,1,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,84594,BLACK BOX PINOT NOIR - 3L,336,Purchase order
2018,January,LEGENDS LTD,KEG,50904,BURLEY OAK PASSIONATE HYPOTHESIS 1/2 KEG,4,Purchase order
2018,January,ALLAGASH BREWING COMPANY,BEER,30804,ALLAGASH CURIEUX 12/750ML NR,7,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,46398,CROWN ROYAL - BLACK LBL - 750ML,1,Purchase order
2018,January,KYSELA PERE ET FILS LTD,WINE,43921,CH DE SEGRIES LIRAC RES RED - 750ML,2,Purchase order
2018,January,LEGENDS LTD,BEER,96385,SCHNEIDER WEISSE NR 20/CS - 16.9OZ,2,Purchase order
2018,January,STOLI GROUP (USA) LLC,LIQUOR,13374,STOLICHNAYA VODKA - ORANGE - 1.75L,4,Purchase order
2018,January,FLYING DOG BREWERY LLLP,BEER,22917,FLYING DOG NUMERO UNO  4/6 NR - 12OZ,72,Purchase order
2018,January,PABST BREWING CO,BEER,92207,SCHLITZ MALT 12/24OZ CAN - 24OZ,196,Purchase order
2018,January,MILLER BREWING COMPANY,BEER,94072,COORS 4/6 LNNR - 12OZ,196,Purchase order
2018,January,MOET HENNESSY USA,LIQUOR,41360,HENNESSY COGNAC VS - 375ML,18,Purchase order
2018,January,PUNTO VINO LLC,WINE,313189,BARACCHI SMERIGLIO MER - 750ML,1,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,WINE,341266,MONTES PURPLE ANGEL - 750ML,1,Purchase order
2018,January,LEGENDS LTD,KEG,347253,TWO ROADS TWO JUICY - 1/6K,1,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,88170,ROUND HILL CAL CHARD - 750ML,14,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,70483,COOKS BRUT - 187ML,7,Purchase order
2018,January,STARR HILL BREWERY LLC,BEER,50639,FRONT ROW GOLDEN ALE 4/6 LNNR,5,Purchase order
2018,January,BOSTON BEER CORPORATION,BEER,90239,SAM ADAMS LT 4/6 LN - 12OZ,48,Purchase order
2018,January,FLYING DOG BREWERY LLLP,BEER,25555,FLYING DOG RAGING BITCH BELGIAN IPA 2/12 NR,72,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,341821,REPLICA PICKPOCKET RED - 750ML,2,Purchase order
2018,January,SUTTER HOME WINERY INC,WINE,83771,SUTTER HOME WH/ZIN - 1.5L,180,Purchase order
2018,January,LEGENDS LTD,BEER,24096,HARVIESTOUN OLA DUBH 16 YR NR 12/CS - 11.2OZ,1,Purchase order
2018,January,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,343773,CH DE CAMPUGET TRADITION RED - 750ML,1,Purchase order
2018,January,ANHEUSER BUSCH INC,BEER,28595,BUD LT LM LEMONADERITA 8OZ 12PK CAN,36,Purchase order
2018,January,DIONYSOS IMPORTS INC,WINE,346229,PETIT BALTHAZAR MINERVOIS RED - 750ML,9,Purchase order
2018,January,PRESTIGE BEVERAGE GROUP OF MD LLC,LIQUOR,78273,JOHNNY DRUM PRIVATE STOCK 101P - 750ML,6,Purchase order
2018,January,E & J GALLO WINERY,WINE,89374,APOTHIC CAL DARK - 750ML,45,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,70797,TALISKER STORM - 750ML,3,Purchase order
2018,January,INTERBALT PRODUCTS CORP,WINE,318900,PAPI CAB - 1.5L,3,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,27669,DIMPLE PINCH SCOTCH 15YR - 750ML,10,Purchase order
2018,January,LEGENDS LTD,BEER,50259,EVIL TWIN EVEN MORE JC 160Z CAN,1,Purchase order
2018,January,MICHAEL R DOWNEY SELECTIONS INC,WINE,393533,GROTTA DEL SOLE GRAGNANO - 750ML,3,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,348274,CANTINA VALLE TRITANA MONTEPUL D'ABRUZZO - 750ML,4,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,81965,KENWOOD JACK LONDON CAB - 750ML,4,Purchase order
2018,January,LEGENDS LTD,BEER,28173,CRISPIN BRUT 6/4 12.0Z NR,6,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,79380,ILEGAL JOVEN MEZCAL - 750ML,6,Purchase order
2018,January,GRAPES OF SPAIN INC,WINE,332523,SENSIBLE TEMP - 750ML,14,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,341442,BYRON NIELSON VYD P/NOIR - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,74128,TAYLOR LAKE COUNTRY SOFT LT RD - 1.5L,1,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,WINE,313660,ZONIN PRIMO AMORE MOSCATO - 750ML,2,Purchase order
2018,January,LEGENDS LTD,BEER,12829,EVIL TWIN EVEN MORE COCONUT JESUS 6/4 CN - 16OZ,1,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,47160,SOMBRA MEZCAL - 750ML,1,Purchase order
2018,January,SAZERAC CO,LIQUOR,72756,SOUTHERN COMFORT 80 - 750ML,1,Purchase order
2018,January,SURVILLE ENTERPRISES CORP,WINE,320974,BARONE MONTALTO P/GRIG - 750ML,1,Purchase order
2018,January,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,155454,ETUDE CARNEROS P/NOIR - 750ML,1,Purchase order
2018,January,FLYING DOG BREWERY LLLP,KEG,25581,FLYING DOG THE TRUTH 1/2K,24,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,184101,STELLA P/GRIG - 1.5L,2,Purchase order
2018,January,INTERBALT PRODUCTS CORP,BEER,348036,A LE COQ PREMIUM 500 ML,3,Purchase order
2018,January,DELICATO FAMILY VINEYARDS,WINE,83627,BOTA BOX S/BLANC - 3L,120,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,233098,CELLIER DES PRINCES CDP - 750ML,3,Purchase order
2018,January,JOS VICTORI WINES,WINE,302365,CULITOS MOSCATO - 750ML,7,Purchase order
2018,January,ELITE WINES IMPORTS,WINE,303992,DOM BELLEVUE CHARD - 750ML,5,Purchase order
2018,January,JACKSON FAMILY ENTERPRISES INC,WINE,335022,K JACKSON GR RES P/NOIR - 750ML,2,Purchase order
2018,January,DELICATO FAMILY VINEYARDS,WINE,83370,BOTA BOX-OLD VINES ZIN(3/CS) - 3L,120,Purchase order
2018,January,DMV DISTRIBUTING LLC,WINE,232528,ALIANCA QUINTA DA GARRIDA DAO RED - 750ML,2,Purchase order
2018,January,QUINTESSENTIAL LLC,WINE,324027,PASQUAL TOSO ESTATE MAL - 750ML,2,Purchase order
2018,January,SAZERAC CO,LIQUOR,35637,FLEISCHMANN'S VODKA - 1.75L,30,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,78723,CAPTAIN MORGAN BLACK SPICED RUM 94.6 - 750ML,60,Purchase order
2018,January,PERNOD RICARD USA LLC,LIQUOR,42315,H WALKER CREME DE CASSIS - 750ML,56,Purchase order
2018,January,LEGENDS LTD,BEER,26833,BALTIMORE BEER WORKS PEND PILS 4/6NR - 12OZ,5,Purchase order
2018,January,THREE HENS LLC T/A TENTH HARVEST,WINE,235116,MENHIR SALENTO NOVEMENTI BIANCO 16 - 750ML,1,Purchase order
2018,January,EASTERN LIQUOR DISTRIBUTORS INC,LIQUOR,127159,GAO LIANG CHIEW - 750ML,2,Purchase order
2018,January,STARR HILL BREWERY LLC,BEER,23492,STARR HILL NORTHERN LIGHTS 4/6 NR - 12OZ,120,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,68357,SANTINI DRY MARSALA - 1L,14,Purchase order
2018,January,ANHEUSER BUSCH INC,BEER,69841,BUD 40OZ NR - 40OZ,167,Purchase order
2018,January,GLOBAL OCEAN AND AIR CARGO SERVICES,WINE,333426,ACACIA DRY RED - 750ML,6,Purchase order
2018,January,PERNOD RICARD USA LLC,LIQUOR,65765,ABSOLUT VODKA - 80 PROOF - 200ML,36,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,30619,GORDON'S GIN - 1.75L,150,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,341852,TIAMO BARBERA - 20L,1,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,LIQUOR,48398,JUNIOR JOHNSON MIDNIGHT BLUEBERRY - 750ML,1,Purchase order
2018,January,FREDERICK WILDMAN & SONS,WINE,63070,CH SAINT SULPICE - 750ML,28,Purchase order
2018,January,JIM BEAM BRANDS CO,LIQUOR,38024,CRUZAN RUM - LIGHT - 1.75L,24,Purchase order
2018,January,ELITE WINES IMPORTS,WINE,418307,ROSSIGNOL BORG RGE - 750ML,1,Purchase order
2018,January,YOUNG WON TRADING INC,WINE,119598,HAKUSHIKA CHOKARA X/DRY SAKE - 1.8L,1,Purchase order
2018,January,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,39900,STERLING VNT COLL P/NOIR - 750ML,14,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,345567,CH GRAND PLANTEY BORD ROUGE - 750ML,3,Purchase order
2018,January,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,296893,19 CRIMES THE UPRISING RED BLEND - 750ML,46,Purchase order
2018,January,PERNOD RICARD USA LLC,LIQUOR,30538,SEAGRAM'S GIN - EXTRA DRY - 750ML,28,Purchase order
2018,January,PRESTIGE BEVERAGE GROUP OF MD LLC,LIQUOR,41095,RUJERO SINGANI - 750ML,2,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,234304,FAMIGLIA CASTELLANI SANG TOSC COLLESANO - 750ML,4,Purchase order
2018,January,A VINTNERS SELECTIONS,LIQUOR,327429,GREEN HAT SPRING/SUMMER SEASONAL GIN - 750ML,4,Purchase order
2018,January,E & J GALLO WINERY,WINE,83946,BAREFOOT CEL MOSCATO - 187ML,75,Purchase order
2018,January,DMV DISTRIBUTING LLC,WINE,331715,CALLEJON PETIT VERDOT RESERVA -750M,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,344397,LA VALENTINA MONT-ABRZ CERASUOLO ROSE - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,11386,MARYLAND CLUB STRAIGHT BOURBON - 750ML,1,Purchase order
2018,January,THE VINERY LLC,WINE,346501,PLAINAS VINHO VERDE BRANCO 750,2,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,118389,JIM BEAM WHITE - 100ML,1,Purchase order
2018,January,BACKUP BEVERAGE,BEER,50168,DUCK RABBIT AMBER 4/6 NR,2,Purchase order
2018,January,LEGENDS LTD,KEG,50874,OMMEGANG GINNEPIN 1/6 KEG,2,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,311653,ROOT 1 P/NOIR - 750ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,326231,MARTIN RAY NAPA RES CAB - 750ML,9,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,WINE,404039,SANTA EMA CARM - 750ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,337336,OX-EYE RIES - 750ML,2,Purchase order
2018,January,PROXIMO SPIRITS INC,LIQUOR,125148,RESERVA 1800 TEQUILA SILVER - 375ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,311737,DR LOOSEN GRAY SLATE RIES - 750ML,1,Purchase order
2018,January,KATCEF BROTHERS INC,KEG,25872,VICTORY HOP DEVIL 1/2K,1,Purchase order
2018,January,ANHEUSER BUSCH INC,BEER,7242,BUD LIGHT 18PK NR,720,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,46280,TRINITY OAKS MER - 750ML,1,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,234450,FARM NAPA VLY CAB - 750ML,1,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,312625,TWO OCEANS CHARD               26935 - 750ML,14,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,347865,WITHER HILLS PINOT NOIR ROSE KEG 19.5L,1,Purchase order
2018,January,QUINTESSENTIAL LLC,WINE,60216,DUBOEUF CUVEE RED - 1.5L,32,Purchase order
2018,January,DIONYSOS IMPORTS INC,WINE,331156,DFJ VINHO PORTADA RED - 750ML,14,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,307930,PALLADIO CHN - 750ML,1,Purchase order
2018,January,DELICATO FAMILY VINEYARDS,WINE,83382,BOTA BOX-CAB(3/CS) - 3L,240,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,46173,DAVID BRUCE SONOMA P/NOIR - 750ML,1,Purchase order
2018,January,OPICI FAMILY DISTRIBUTING OF MD,WINE,11344,ALESSIO VERMOUTH BIANCO - 375ML,1,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,74000,KETEL ONE VODKA - ORANJE - 1L,1,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,339248,CH LAROSE PERGANSON - 750ML,1,Purchase order
2018,January,JACKSON FAMILY ENTERPRISES INC,WINE,61310,K JACKSON VINT RES RIES - 750ML,42,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,53538,ARGYLE WILLAMETTE VLY P/NOIR - 750ML,14,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,77999,BULLEIT 10YR BOURBON 91.2 - 750ML,5,Purchase order
2018,January,LEGENDS LTD,BEER,40436,ERDINGER WEISS DARK NR 12/CS - 16.9OZ,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,313527,KLEIN CONSTANTIA EST S/BLC - 750ML,1,Purchase order
2018,January,CLIPPER CITY BREWING CO,DLC,1236,DLC BEER PALLET,28,Purchase order
2018,January,KATCEF BROTHERS INC,BEER,29488,BOLD ROCK VIRGINIA APPLE - 4/6 NR,63,Purchase order
2018,January,BACCHUS IMPORTERS LTD,LIQUOR,73943,PRICHARDS CHOCOLATE BROWNIE LIQUEUR - 750ML,1,Purchase order
2018,January,PROXIMO SPIRITS INC,LIQUOR,55476,JOSE CUERVO STRAWBERRY LIME MARGARITA - 1.75L,14,Purchase order
2018,January,LEGENDS LTD,KEG,28777,OSKAR BLUES PINNER 1/2 KEG,1,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,313991,CH MALMAISON 09 - 750ML,1,Purchase order
2018,January,E & J GALLO WINERY,WINE,80342,VIN VAULT CHARD - 3L - BIB,13,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,80934,TAYLOR DRY SHERRY - 750ML,14,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,47397,SMIRNOFF VODKA MANGO - 375ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,319290,MARTIN RAY R/R P/NOIR - 750ML,2,Purchase order
2018,January,SAZERAC CO,LIQUOR,17361,BUFFALO TRACE - 1L,8,Purchase order
2018,January,OSLO ENTERPRISE,WINE,383074,DOM LA CROIX BELLE CARING RED - 750ML,1,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,322956,TERRA VEGA S/BLC - 187ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,384978,BUCA DI BEPPO CHN - 1L,3,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,326544,MT TABOR SHZ - 750ML,3,Purchase order
2018,January,LEGENDS LTD,BEER,12069,UNION RYE BABY - 12.OZ 4/6 CAN,53,Purchase order
2018,January,SALVETO IMPORTS LLC,WINE,233206,LUIS MOYA SEL CAVA BARCINO BRUT - 750ML,2,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,77997,CROWN ROYAL MAPLE - 750ML,5,Purchase order
2018,January,DIONYSOS IMPORTS INC,WINE,309196,CASA PATRONALES CHARD - 750ML,1,Purchase order
2018,January,LEGENDS LTD,BEER,67750,WEYERBACHER MERRY MONKS 4/6NR - 12OZ,14,Purchase order
2018,January,OSLO ENTERPRISE,WINE,334176,MAISON DARRAGON VOUV 13 - 750ML,1,Purchase order
2018,January,DOPS INC,WINE,50875,SADDLEBRED PINOT NOIR 750ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,349135,BOXLER RIESLING - 750ML,1,Purchase order
2018,January,LUNEAU USA INC,WINE,407356,RESERVE MAISON NICOLAS P/GRIG - 1.5L,1,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,316281,UGAV CAB - 750ML,2,Purchase order
2018,January,AMERICAN BEVERAGE MARKETERS,NON-ALCOHOL,70924,MASTER OF MIXES LIME JUICE - 375ML,84,Purchase order
2018,January,YOUNG WON TRADING INC,WINE,187607,BENIHANA PLUM WINE - 750ML,1,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,81478,MONKEY BAY S/BLC - 1.5L,288,Purchase order
2018,January,E & J GALLO WINERY,WINE,89125,CARLO ROSSI BLUSH - 1.5L,48,Purchase order
2018,January,BANFI PRODUCTS CORP,WINE,64599,CAST BANFI ROSSO DI MONTAL - 750ML,1,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,43346,GUIGAL CROZES HERMITAGE - 750ML,4,Purchase order
2018,January,HOME BREW MART INC,KEG,26467,BALLAST POINT SCULPIN 1/2K,10,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,163023,OXFORD LANDING VIOG - 750ML,1,Purchase order
2018,January,PATERNO IMPORTS LTD,WINE,126691,CH DE SANCERRE VV - 750ML,4,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,336286,DOM DE LA MINOTIERE BRUT ORG CIDER - 750ML,1,Purchase order
2018,January,LEGENDS LTD,KEG,12512,SOUTHERN TIER THICK MINT - 1/6K,1,Purchase order
2018,January,HEAVEN HILL DISTILLERIES INC,LIQUOR,74041,LARCENY KY STRAIGHT BOURBON WHISKEY- 1.75L,60,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,49468,WOODBRIDGE P/NOIR - 1.5L,224,Purchase order
2018,January,IMPERO WINE DISTRIBUTORS VIRGINIA INC,WINE,349155,IMPERO COLL MONTEPULCIANO - 750ML,1,Purchase order
2018,January,ROYAL WINE CORP,WINE,162035,KEDEM CREAM WH - 1.5L,1,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,348845,TRUE & DARING RIESLING -750ML,5,Purchase order
2018,January,LANTERNA DISTRIBUTORS INC,WINE,346389,CH LANDONNET BORD RED - 750ML,4,Purchase order
2018,January,LUNEAU USA INC,WINE,231873,CH BEL-AIR LACLOTTE BORD - 750ML,3,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,422525,LOST VYDS SWT SPUM - 750ML,1,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,406120,GROONER GRUNER VELT - 750ML,2,Purchase order
2018,January,BANFI PRODUCTS CORP,WINE,71927,WALNUT CREST RAPEL MER - 750ML,28,Purchase order
2018,January,JIM BEAM BRANDS CO,LIQUOR,42542,MAKER'S MARK 90 BOURBON - 50ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,311701,FATTORIA SELVAPIANA FORNACE - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,47863,SQUARE ONE CUCUMBER VODKA - 750ML,1,Purchase order
2018,January,FRONT PORCH MICRO WINERY LLC,WINE,80259,THE WINERY AT OLNEY GR APPLE RIES - 750ML,2,Purchase order
2018,January,DMV DISTRIBUTING LLC,WINE,232078,CINTA MONT-ABRZ - 750ML,4,Purchase order
2018,January,WASHBURN WINE CO,WINE,313250,INDOMITA GRAN RESA P/NOIR - 750ML,1,Purchase order
2018,January,JIM BEAM BRANDS CO,LIQUOR,42899,CRUZAN GUAVA RUM - 750ML,1,Purchase order
2018,January,PERNOD RICARD USA LLC,LIQUOR,44172,KAHLUA COFFEE - 50ML,1,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,LIQUOR,71140,PATRON CITRONAGE MANGO LIQUEUR - 750ML,14,Purchase order
2018,January,BROWN-FORMAN BEVERAGES WORLDWIDE,LIQUOR,76073,HERRADURA DOUBLE BARREL REPOSADO -,20,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,36951,ADELSHEIM VYD OREGON P/NOIR - 750ML,2,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,336418,ARCAIA P/GRIG - 1.5L,3,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,313572,VENDANGE TETRA CAB - 500ML,9,Purchase order
2018,January,PRESTIGE WINE IMPORTS,WINE,335085,STEMMARI ROSE,4,Purchase order
2018,January,CLIPPER CITY BREWING CO,BEER,88137,HEAVY SEAS LOOSE CANNON 4/6NR - 12OZ,432,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,330704,MARIETTA CELLARS CHRISTO - 750ML,1,Purchase order
2018,January,LEGENDS LTD,BEER,22348,DACHOUFFE LA CHOUFFE NR - 750ML,3,Purchase order
2018,January,PWSWN INC,WINE,312650,MEN DE MENCIA - 750ML,2,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,415987,ANTINORI SANTA CHRISTINA P/GRIG - 750ML,3,Purchase order
2018,January,LUNEAU USA INC,WINE,300932,CH MALBEC RED BORD - 750ML,40,Purchase order
2018,January,INTERNATIONAL CELLARS LLC,WINE,235108,SORRENTINO LACRYMA CHRISTI DEL VESUVIO WHITE - 750ML,1,Purchase order
2018,January,E & J GALLO WINERY,WINE,85949,RED ROCK CAL P/NOIR - 750ML,14,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,89800,ARBOR MIST STRAWBERRY WH/ZIN - 750ML,28,Purchase order
2018,January,AMERICAN BEVERAGE MARKETERS,NON-ALCOHOL,70756,FINEST CALL SWEET & SOUR - 1L,110,Purchase order
2018,January,HEINEKEN USA,BEER,96970,HEINEKEN 2/12 NR - 12OZ,1680,Purchase order
2018,January,E & J GALLO WINERY,WINE,88076,STORYPOINT P/NOIR - 750ML,14,Purchase order
2018,January,DOPS INC,KEG,5223,BELHAVEN SCOTTISH ALE 1/2K,2,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,234828,ANGELA EST VYD P/NOIR 14,1,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,35017,PICHOT VOUV - 750ML,1,Purchase order
2018,January,DUVEL MOORTGAT USA LTD,BEER,12210,BLVD THE CALLING IPA 4/6 NR-12OZ,22,Purchase order
2018,January,SUTTER HOME WINERY INC,WINE,69167,MENAGE A TROIS ROSE - 750ML,28,Purchase order
2018,January,SIERRA NEVADA BREWING CO,DLC,671,SIERRA NEVADA KEG PALLET,1,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,13960,CASAL GARCIA VINHO VERDE BRANCO - 750ML,28,Purchase order
2018,January,ROYAL WINE CORP,LIQUOR,45984,ASKALON ARAK 80 - 750ML,1,Purchase order
2018,January,THE WINE GROUP,WINE,80065,TRAPICHE MALBEC - 1.5L,18,Purchase order
2018,January,DIONYSOS IMPORTS INC,BEER,23413,BARENA BEER 4/6 NR - 12OZ,30,Purchase order
