,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
20144,Lewis Cliff 86238,17543,Valid,L6,28.9,Found,1986.0,-84.25621,161.39112,"(-84.256210, 161.391120)"
20145,Lewis Cliff 86239,17544,Valid,H6,25.4,Found,1986.0,-84.25567,161.38189,"(-84.255670, 161.381890)"
20146,Lewis Cliff 86240,17545,Valid,H5,7.1,Found,1986.0,-84.27032,161.36955,"(-84.270320, 161.369550)"
20147,Lewis Cliff 86241,17546,Valid,H6,33.1,Found,1986.0,-84.25433000000001,161.34458999999998,"(-84.254330, 161.344590)"
20148,Lewis Cliff 86242,17547,Valid,H5,12.8,Found,1986.0,-84.27381,161.6875,"(-84.273810, 161.687500)"
20149,Lewis Cliff 86243,17548,Valid,H5,5.7,Found,1986.0,-84.27376,161.68668,"(-84.273760, 161.686680)"
20150,Lewis Cliff 86244,17549,Valid,H5,5.1,Found,1986.0,-84.25204000000001,161.3893,"(-84.252040, 161.389300)"
20151,Lewis Cliff 86245,17550,Valid,H5,2.9,Found,1986.0,-84.27371,161.68663999999998,"(-84.273710, 161.686640)"
20152,Lewis Cliff 86246,17551,Valid,L3.4,2.3,Found,1986.0,-84.25628,161.39613,"(-84.256280, 161.396130)"
20153,Lewis Cliff 86247,17552,Valid,H5,3.6,Found,1986.0,-84.25614,161.38741000000002,"(-84.256140, 161.387410)"
20154,Lewis Cliff 86249,17553,Valid,H6,44.8,Found,1986.0,-84.2538,161.37158,"(-84.253800, 161.371580)"
20155,Lewis Cliff 86250,17554,Valid,H5,141.8,Found,1986.0,-84.25594,161.38097,"(-84.255940, 161.380970)"
20156,Lewis Cliff 86251,17555,Valid,L4,22.6,Found,1986.0,-84.27375,161.68793,"(-84.273750, 161.687930)"
20157,Lewis Cliff 86252,17556,Valid,H6,32.9,Found,1986.0,-84.27396999999999,161.68804,"(-84.273970, 161.688040)"
20158,Lewis Cliff 86253,17557,Valid,H6,10.1,Found,1986.0,-84.25372,161.35108,"(-84.253720, 161.351080)"
20159,Lewis Cliff 86254,17558,Valid,H5,8.5,Found,1986.0,-84.27381,161.68785,"(-84.273810, 161.687850)"
20160,Lewis Cliff 86255,17559,Valid,H5,25.3,Found,1986.0,-84.27362,161.69377,"(-84.273620, 161.693770)"
20161,Lewis Cliff 86256,17560,Valid,H5,21.8,Found,1986.0,-84.25478000000001,161.39753000000002,"(-84.254780, 161.397530)"
20162,Lewis Cliff 86257,17561,Valid,H5,3.7,Found,1986.0,-84.27367,161.69406,"(-84.273670, 161.694060)"
20163,Lewis Cliff 86258,17562,Valid,CK4,24.1,Found,1986.0,-84.25457,161.36621,"(-84.254570, 161.366210)"
20164,Lewis Cliff 86259,17563,Valid,H5,8.5,Found,1986.0,-84.25614,161.38132,"(-84.256140, 161.381320)"
20165,Lewis Cliff 86260,17564,Valid,L5,12.5,Found,1986.0,-84.25511999999999,161.38693,"(-84.255120, 161.386930)"
20166,Lewis Cliff 86261,17565,Valid,H5,13.8,Found,1986.0,-84.27382,161.68795,"(-84.273820, 161.687950)"
20167,Lewis Cliff 86262,17566,Valid,H5,10.1,Found,1986.0,-84.26366999999999,161.42074,"(-84.263670, 161.420740)"
20168,Lewis Cliff 86263,17567,Valid,H5,15.1,Found,1986.0,-84.27382,161.68676000000002,"(-84.273820, 161.686760)"
20169,Lewis Cliff 86264,17568,Valid,L4,5.1,Found,1986.0,-84.27382,161.68591,"(-84.273820, 161.685910)"
20170,Lewis Cliff 86265,17569,Valid,H5,2.0,Found,1986.0,-84.27399,161.68703,"(-84.273990, 161.687030)"
20171,Lewis Cliff 86266,17570,Valid,H5,40.8,Found,1986.0,-84.26420999999999,161.39632,"(-84.264210, 161.396320)"
20172,Lewis Cliff 86267,17571,Valid,L4,17.7,Found,1986.0,-84.27372,161.68663,"(-84.273720, 161.686630)"
20173,Lewis Cliff 86268,17572,Valid,L6,22.0,Found,1986.0,-84.25424,161.39722,"(-84.254240, 161.397220)"
20174,Lewis Cliff 86269,17573,Valid,L6,22.4,Found,1986.0,-84.25206,161.39083,"(-84.252060, 161.390830)"
20175,Lewis Cliff 86270,17574,Valid,L3.1,4.2,Found,1986.0,-84.25441,161.38531,"(-84.254410, 161.385310)"
20176,Lewis Cliff 86271,17575,Valid,H5,19.8,Found,1986.0,-84.27378,161.68797,"(-84.273780, 161.687970)"
20177,Lewis Cliff 86272,17576,Valid,H5,16.0,Found,1986.0,-84.25511999999999,161.39903,"(-84.255120, 161.399030)"
20178,Lewis Cliff 86273,17577,Valid,L6,30.3,Found,1986.0,-84.25459000000001,161.36919,"(-84.254590, 161.369190)"
20179,Lewis Cliff 86274,17578,Valid,L6,36.0,Found,1986.0,-84.27394,161.68774,"(-84.273940, 161.687740)"
20180,Lewis Cliff 86275,17579,Valid,H5,35.4,Found,1986.0,-84.25494,161.391,"(-84.254940, 161.391000)"
20181,Lewis Cliff 86277,17580,Valid,H5,25.4,Found,1986.0,-84.27396,161.68813,"(-84.273960, 161.688130)"
20182,Lewis Cliff 86278,17581,Valid,H5,1.4,Found,1986.0,-84.27379,161.68673,"(-84.273790, 161.686730)"
20183,Lewis Cliff 86279,17582,Valid,H5,12.8,Found,1986.0,-84.27384,161.68624,"(-84.273840, 161.686240)"
20184,Lewis Cliff 86280,17583,Valid,H5,10.5,Found,1986.0,-84.2518,161.38922,"(-84.251800, 161.389220)"
20185,Lewis Cliff 86281,17584,Valid,H6,55.7,Found,1986.0,-84.27378,161.69397,"(-84.273780, 161.693970)"
20186,Lewis Cliff 86282,17585,Valid,L6,62.4,Found,1986.0,-84.25417,161.35252,"(-84.254170, 161.352520)"
20187,Lewis Cliff 86283,17586,Valid,H5,13.6,Found,1986.0,-84.27379,161.68788999999998,"(-84.273790, 161.687890)"
20188,Lewis Cliff 86284,17587,Valid,H5,4.0,Found,1986.0,-84.27376,161.68698999999998,"(-84.273760, 161.686990)"
20189,Lewis Cliff 86285,17588,Valid,H5,4.2,Found,1986.0,-84.27365999999999,161.69394,"(-84.273660, 161.693940)"
20190,Lewis Cliff 86286,17589,Valid,H5,44.9,Found,1986.0,-84.28036,161.39621,"(-84.280360, 161.396210)"
20191,Lewis Cliff 86287,17590,Valid,H6,41.5,Found,1986.0,-84.28617,161.34667,"(-84.286170, 161.346670)"
20192,Lewis Cliff 86288,17591,Valid,L6,10.8,Found,1986.0,-84.27376,161.69047,"(-84.273760, 161.690470)"
20193,Lewis Cliff 86289,17592,Valid,L6,17.6,Found,1986.0,-84.27649,161.35895,"(-84.276490, 161.358950)"
20194,Lewis Cliff 86290,17593,Valid,H4,9.6,Found,1986.0,-84.24524,161.44843999999998,"(-84.245240, 161.448440)"
20195,Lewis Cliff 86291,17594,Valid,H6,14.9,Found,1986.0,-84.25276,161.40336000000002,"(-84.252760, 161.403360)"
20196,Lewis Cliff 86292,17595,Valid,H5,32.8,Found,1986.0,-84.27705999999999,161.34768,"(-84.277060, 161.347680)"
20197,Lewis Cliff 86293,17596,Valid,H5,1.3,Found,1986.0,-84.27379,161.6898,"(-84.273790, 161.689800)"
20198,Lewis Cliff 86294,17597,Valid,H5,2.0,Found,1986.0,-84.27376,161.69016000000002,"(-84.273760, 161.690160)"
20199,Lewis Cliff 86295,17598,Valid,H6,43.8,Found,1986.0,-84.27048,161.40849,"(-84.270480, 161.408490)"
20200,Lewis Cliff 86296,17599,Valid,H5,28.5,Found,1986.0,-84.27381,161.68923,"(-84.273810, 161.689230)"
20201,Lewis Cliff 86297,17600,Valid,L6,3.0,Found,1986.0,-84.27363000000001,161.41336,"(-84.273630, 161.413360)"
20202,Lewis Cliff 86298,17601,Valid,H5,7.2,Found,1986.0,-84.27376,161.69017,"(-84.273760, 161.690170)"
20203,Lewis Cliff 86299,17602,Valid,H5,25.1,Found,1986.0,-84.27387,161.68963,"(-84.273870, 161.689630)"
20204,Lewis Cliff 86300,17603,Valid,H5,9.0,Found,1986.0,-84.27023,161.41375,"(-84.270230, 161.413750)"
20205,Lewis Cliff 86301,17604,Valid,H5,5.1,Found,1986.0,-84.27374,161.69019,"(-84.273740, 161.690190)"
20206,Lewis Cliff 86302,17605,Valid,H5,40.2,Found,1986.0,-84.29103,161.32518000000002,"(-84.291030, 161.325180)"
20207,Lewis Cliff 86303,17606,Valid,H4,17.6,Found,1986.0,-84.23624000000001,161.41772,"(-84.236240, 161.417720)"
20208,Lewis Cliff 86304,17607,Valid,H5,4.2,Found,1986.0,-84.27386,161.68661,"(-84.273860, 161.686610)"
20209,Lewis Cliff 86305,17608,Valid,H5,40.4,Found,1986.0,-84.27379,161.68915,"(-84.273790, 161.689150)"
20210,Lewis Cliff 86306,17609,Valid,H5,0.6,Found,1986.0,-84.27387,161.68663,"(-84.273870, 161.686630)"
20211,Lewis Cliff 86307,17610,Valid,L3.3-3.5,4.9,Found,1986.0,-84.2713,161.43136,"(-84.271300, 161.431360)"
20212,Lewis Cliff 86308,17611,Valid,H4,3.1,Found,1986.0,-84.27004000000001,161.41019,"(-84.270040, 161.410190)"
20213,Lewis Cliff 86309,17612,Valid,L6,13.8,Found,1986.0,-84.27015,161.40904,"(-84.270150, 161.409040)"
20214,Lewis Cliff 86310,17613,Valid,H5,7.6,Found,1986.0,-84.27387,161.68948999999998,"(-84.273870, 161.689490)"
20215,Lewis Cliff 86311,17614,Valid,L6,67.1,Found,1986.0,-84.29647,161.31977,"(-84.296470, 161.319770)"
20216,Lewis Cliff 86312,17615,Valid,H5,101.8,Found,1986.0,-84.29439,161.31133,"(-84.294390, 161.311330)"
20217,Lewis Cliff 86313,17616,Valid,H5,3.8,Found,1986.0,-84.27387,161.68661,"(-84.273870, 161.686610)"
20218,Lewis Cliff 86314,17617,Valid,H5,41.4,Found,1986.0,-84.27382,161.68978,"(-84.273820, 161.689780)"
20219,Lewis Cliff 86315,17618,Valid,H5,22.7,Found,1986.0,-84.27379,161.68976,"(-84.273790, 161.689760)"
20220,Lewis Cliff 86316,17619,Valid,H5,4.3,Found,1986.0,-84.27383,161.68986999999998,"(-84.273830, 161.689870)"
20221,Lewis Cliff 86317,17620,Valid,L6,62.4,Found,1986.0,-84.27639,161.34562,"(-84.276390, 161.345620)"
20222,Lewis Cliff 86318,17621,Valid,H4,6.6,Found,1986.0,-84.2739,161.68679,"(-84.273900, 161.686790)"
20223,Lewis Cliff 86319,17622,Valid,H5,3.2,Found,1986.0,-84.2739,161.68941999999998,"(-84.273900, 161.689420)"
20224,Lewis Cliff 86320,17623,Valid,H5,3.5,Found,1986.0,-84.27385,161.68571,"(-84.273850, 161.685710)"
20225,Lewis Cliff 86321,17624,Valid,H5,33.2,Found,1986.0,-84.27381,161.68954,"(-84.273810, 161.689540)"
20226,Lewis Cliff 86322,17625,Valid,H5,17.5,Found,1986.0,-84.27374,161.4136,"(-84.273740, 161.413600)"
20227,Lewis Cliff 86323,17626,Valid,H5,5.3,Found,1986.0,-84.28658,161.35697,"(-84.286580, 161.356970)"
20228,Lewis Cliff 86324,17627,Valid,H5,8.4,Found,1986.0,-84.27371,161.6936,"(-84.273710, 161.693600)"
20229,Lewis Cliff 86325,17628,Valid,H5,19.9,Found,1986.0,-84.27376,161.69052,"(-84.273760, 161.690520)"
20230,Lewis Cliff 86326,17629,Valid,H5,6.8,Found,1986.0,-84.27387,161.68641000000002,"(-84.273870, 161.686410)"
20231,Lewis Cliff 86327,17630,Valid,H5,44.2,Found,1986.0,-84.2739,161.68663999999998,"(-84.273900, 161.686640)"
20232,Lewis Cliff 86328,17631,Valid,H6,7.2,Found,1986.0,-84.27283,161.41455,"(-84.272830, 161.414550)"
20233,Lewis Cliff 86329,17632,Valid,H5,5.0,Found,1986.0,-84.2706,161.41011,"(-84.270600, 161.410110)"
20234,Lewis Cliff 86330,17633,Valid,L6,20.7,Found,1986.0,-84.27382,161.68889,"(-84.273820, 161.688890)"
20235,Lewis Cliff 86332,17634,Valid,H5,14.4,Found,1986.0,-84.27388,161.6865,"(-84.273880, 161.686500)"
20236,Lewis Cliff 86333,17635,Valid,H6,9.2,Found,1986.0,-84.28986,161.28593,"(-84.289860, 161.285930)"
20237,Lewis Cliff 86334,17636,Valid,LL6,6.2,Found,1986.0,-84.27145,161.4175,"(-84.271450, 161.417500)"
20238,Lewis Cliff 86335,17637,Valid,H6,3.1,Found,1986.0,-84.27379,161.69016000000002,"(-84.273790, 161.690160)"
20239,Lewis Cliff 86336,17638,Valid,H5,8.3,Found,1986.0,-84.27384,161.68604,"(-84.273840, 161.686040)"
20240,Lewis Cliff 86337,17639,Valid,H5,25.6,Found,1986.0,-84.27395,161.68721000000002,"(-84.273950, 161.687210)"
20241,Lewis Cliff 86338,17640,Valid,H5,26.8,Found,1986.0,-84.27388,161.68599,"(-84.273880, 161.685990)"
20242,Lewis Cliff 86339,17641,Valid,L4,21.3,Found,1986.0,-84.27051999999999,161.4121,"(-84.270520, 161.412100)"
20243,Lewis Cliff 86340,17642,Valid,H6,25.1,Found,1986.0,-84.27756,161.35435,"(-84.277560, 161.354350)"
20244,Lewis Cliff 86341,17643,Valid,H5,9.4,Found,1986.0,-84.29118000000001,161.33328,"(-84.291180, 161.333280)"
20245,Lewis Cliff 86342,17644,Valid,H6,2.4,Found,1986.0,-84.27383,161.68894,"(-84.273830, 161.688940)"
20246,Lewis Cliff 86343,17645,Valid,H6,6.3,Found,1986.0,-84.27378,161.68968999999998,"(-84.273780, 161.689690)"
20247,Lewis Cliff 86344,17646,Valid,H5,17.1,Found,1986.0,-84.27382,161.68953,"(-84.273820, 161.689530)"
20248,Lewis Cliff 86345,17647,Valid,H5,3.6,Found,1986.0,-84.2739,161.68941,"(-84.273900, 161.689410)"
20249,Lewis Cliff 86346,17648,Valid,L5,3.2,Found,1986.0,-84.26961999999999,161.41687,"(-84.269620, 161.416870)"
20250,Lewis Cliff 86347,17649,Valid,L3.6,3.1,Found,1986.0,-84.27158,161.41895,"(-84.271580, 161.418950)"
20251,Lewis Cliff 86348,17650,Valid,H6,20.4,Found,1986.0,-84.27985,161.35251,"(-84.279850, 161.352510)"
20252,Lewis Cliff 86349,17651,Valid,L6,38.1,Found,1986.0,-84.27467,161.40213,"(-84.274670, 161.402130)"
20253,Lewis Cliff 86350,17652,Valid,H6,19.2,Found,1986.0,-84.25766999999999,161.38103999999998,"(-84.257670, 161.381040)"
20254,Lewis Cliff 86351,17653,Valid,H6,9.6,Found,1986.0,-84.27373,161.69025,"(-84.273730, 161.690250)"
20255,Lewis Cliff 86352,17654,Valid,L5,26.9,Found,1986.0,-84.2918,161.3294,"(-84.291800, 161.329400)"
20256,Lewis Cliff 86353,17655,Valid,H5,4.7,Found,1986.0,-84.2738,161.6897,"(-84.273800, 161.689700)"
20257,Lewis Cliff 86354,17656,Valid,H5,23.3,Found,1986.0,-84.27633,161.35942,"(-84.276330, 161.359420)"
20258,Lewis Cliff 86355,17657,Valid,H6,7.1,Found,1986.0,-84.25338,161.38503,"(-84.253380, 161.385030)"
20259,Lewis Cliff 86356,17658,Valid,H5,9.1,Found,1986.0,-84.27766,161.35575,"(-84.277660, 161.355750)"
20260,Lewis Cliff 86357,17659,Valid,L5,3.4,Found,1986.0,-84.27015,161.41279,"(-84.270150, 161.412790)"
20261,Lewis Cliff 86358,17660,Valid,H4,5.0,Found,1986.0,-84.27,161.41035,"(-84.270000, 161.410350)"
20262,Lewis Cliff 86359,17661,Valid,L6,2.7,Found,1986.0,-84.26965,161.41846999999999,"(-84.269650, 161.418470)"
20263,Lewis Cliff 86360,17662,Valid,L4,181.5,Found,1986.0,-84.27398000000001,161.68815,"(-84.273980, 161.688150)"
20264,Lewis Cliff 86361,17663,Valid,H5,5.6,Found,1986.0,-84.27387,161.68651,"(-84.273870, 161.686510)"
20265,Lewis Cliff 86362,17664,Valid,H5,5.9,Found,1986.0,-84.27385,161.68603000000002,"(-84.273850, 161.686030)"
20266,Lewis Cliff 86363,17665,Valid,H5,2.9,Found,1986.0,-84.27379,161.69013,"(-84.273790, 161.690130)"
20267,Lewis Cliff 86364,17666,Valid,H6,19.8,Found,1986.0,-84.27384,161.68973,"(-84.273840, 161.689730)"
20268,Lewis Cliff 86365,17667,Valid,H5,4.8,Found,1986.0,-84.27385,161.68562,"(-84.273850, 161.685620)"
20269,Lewis Cliff 86366,17668,Valid,H5,25.9,Found,1986.0,-84.27382,161.68975,"(-84.273820, 161.689750)"
20270,Lewis Cliff 86367,17669,Valid,L3.4,10.5,Found,1986.0,-84.27141999999999,161.42937,"(-84.271420, 161.429370)"
20271,Lewis Cliff 86368,17670,Valid,H5,28.6,Found,1986.0,-84.27385,161.68603000000002,"(-84.273850, 161.686030)"
20272,Lewis Cliff 86369,17671,Valid,H5,7.4,Found,1986.0,-84.27384,161.68986,"(-84.273840, 161.689860)"
20273,Lewis Cliff 86370,17672,Valid,H5,8.7,Found,1986.0,-84.27278000000001,161.41506,"(-84.272780, 161.415060)"
20274,Lewis Cliff 86371,17673,Valid,H5,146.6,Found,1986.0,-84.27386,161.68873,"(-84.273860, 161.688730)"
20275,Lewis Cliff 86372,17674,Valid,L6,11.8,Found,1986.0,-84.2777,161.35363999999998,"(-84.277700, 161.353640)"
20276,Lewis Cliff 86373,17675,Valid,H5,30.1,Found,1986.0,-84.29212,161.33398,"(-84.292120, 161.333980)"
20277,Lewis Cliff 86374,17676,Valid,H5,31.7,Found,1986.0,-84.29669,161.31933999999998,"(-84.296690, 161.319340)"
20278,Lewis Cliff 86375,17677,Valid,H5,10.5,Found,1986.0,-84.26943,161.41031,"(-84.269430, 161.410310)"
20279,Lewis Cliff 86376,17678,Valid,H5,41.1,Found,1986.0,-84.27391999999999,161.68941999999998,"(-84.273920, 161.689420)"
20280,Lewis Cliff 86377,17679,Valid,H4,2.0,Found,1986.0,-84.26952,161.41156,"(-84.269520, 161.411560)"
20281,Lewis Cliff 86378,17680,Valid,LL6,3.6,Found,1986.0,-84.2529,161.40305,"(-84.252900, 161.403050)"
20282,Lewis Cliff 86379,17681,Valid,H4,9.0,Found,1986.0,-84.25605999999999,161.41442,"(-84.256060, 161.414420)"
20283,Lewis Cliff 86380,17682,Valid,H4,31.6,Found,1986.0,-84.25216,161.41163,"(-84.252160, 161.411630)"
20284,Lewis Cliff 86381,17683,Valid,H6,6.6,Found,1986.0,-84.25524,161.48118,"(-84.255240, 161.481180)"
20285,Lewis Cliff 86382,17684,Valid,H6,21.8,Found,1986.0,-84.27375,161.69361999999998,"(-84.273750, 161.693620)"
20286,Lewis Cliff 86383,17685,Valid,H5,10.5,Found,1986.0,-84.27373,161.69317,"(-84.273730, 161.693170)"
20287,Lewis Cliff 86384,17686,Valid,H5,5.9,Found,1986.0,-84.2554,161.41838,"(-84.255400, 161.418380)"
20288,Lewis Cliff 86385,17687,Valid,H5,34.5,Found,1986.0,-84.27377,161.69368,"(-84.273770, 161.693680)"
20289,Lewis Cliff 86386,17688,Valid,LL4,2.6,Found,1986.0,-84.25503,161.42898,"(-84.255030, 161.428980)"
20290,Lewis Cliff 86387,17689,Valid,H5,26.3,Found,1986.0,-84.25595,161.40013000000002,"(-84.255950, 161.400130)"
20291,Lewis Cliff 86388,17690,Valid,H5,24.2,Found,1986.0,-84.27373,161.6933,"(-84.273730, 161.693300)"
20292,Lewis Cliff 86389,17691,Valid,H5,1.6,Found,1986.0,-84.25625,161.43107,"(-84.256250, 161.431070)"
20293,Lewis Cliff 86390,17692,Valid,H4,30.2,Found,1986.0,-84.25506999999999,161.40694,"(-84.255070, 161.406940)"
20294,Lewis Cliff 86391,17693,Valid,H5,15.1,Found,1986.0,-84.27377,161.69328000000002,"(-84.273770, 161.693280)"
20295,Lewis Cliff 86392,17694,Valid,L5,6.0,Found,1986.0,-84.25520999999999,161.42141,"(-84.255210, 161.421410)"
20296,Lewis Cliff 86393,17695,Valid,H5,69.9,Found,1986.0,-84.27378,161.69387,"(-84.273780, 161.693870)"
20297,Lewis Cliff 86394,17696,Valid,H5,2.6,Found,1986.0,-84.2546,161.40302,"(-84.254600, 161.403020)"
20298,Lewis Cliff 86395,17697,Valid,H5,14.3,Found,1986.0,-84.25464000000001,161.40762,"(-84.254640, 161.407620)"
20299,Lewis Cliff 86396,17698,Valid,H5,12.6,Found,1986.0,-84.25596,161.40087,"(-84.255960, 161.400870)"
20300,Lewis Cliff 86397,17699,Valid,H5,9.6,Found,1986.0,-84.25515,161.4072,"(-84.255150, 161.407200)"
20301,Lewis Cliff 86398,17700,Valid,H5,3.0,Found,1986.0,-84.25471,161.40156000000002,"(-84.254710, 161.401560)"
20302,Lewis Cliff 86399,17701,Valid,L6,6.9,Found,1986.0,-84.25533,161.44042,"(-84.255330, 161.440420)"
20303,Lewis Cliff 86400,17702,Valid,H5,18.8,Found,1986.0,-84.25578,161.39972,"(-84.255780, 161.399720)"
20304,Lewis Cliff 86401,17703,Valid,H5,9.0,Found,1986.0,-84.25249000000001,161.40493999999998,"(-84.252490, 161.404940)"
20305,Lewis Cliff 86402,17704,Valid,LL5,14.0,Found,1986.0,-84.25220999999999,161.39955,"(-84.252210, 161.399550)"
20306,Lewis Cliff 86403,17705,Valid,H5,6.6,Found,1986.0,-84.25589000000001,161.42723,"(-84.255890, 161.427230)"
20307,Lewis Cliff 86404,17706,Valid,L6,8.2,Found,1986.0,-84.25469,161.40646,"(-84.254690, 161.406460)"
20308,Lewis Cliff 86405,17707,Valid,H5,1.0,Found,1986.0,-84.2737,161.69302,"(-84.273700, 161.693020)"
20309,Lewis Cliff 86407,17708,Valid,H5,36.3,Found,1986.0,-84.27377,161.69382,"(-84.273770, 161.693820)"
20310,Lewis Cliff 86408,17709,Valid,L3.5,1.4,Found,1986.0,-84.25529,161.43171,"(-84.255290, 161.431710)"
20311,Lewis Cliff 86409,17710,Valid,L6,23.7,Found,1986.0,-84.25482,161.39917,"(-84.254820, 161.399170)"
20312,Lewis Cliff 86410,17711,Valid,L4,3.5,Found,1986.0,-84.25504000000001,161.41863999999998,"(-84.255040, 161.418640)"
20313,Lewis Cliff 86411,17712,Valid,LL4,4.1,Found,1986.0,-84.25497,161.43091,"(-84.254970, 161.430910)"
20314,Lewis Cliff 86412,17713,Valid,H6,1.3,Found,1986.0,-84.25539,161.43595,"(-84.255390, 161.435950)"
20315,Lewis Cliff 86413,17714,Valid,H5,13.5,Found,1986.0,-84.25581,161.40856000000002,"(-84.255810, 161.408560)"
20316,Lewis Cliff 86414,17715,Valid,H5,4.3,Found,1986.0,-84.25607,161.41558999999998,"(-84.256070, 161.415590)"
20317,Lewis Cliff 86415,17716,Valid,H5,3.1,Found,1986.0,-84.25607,161.41563,"(-84.256070, 161.415630)"
20318,Lewis Cliff 86416,17717,Valid,H6,18.2,Found,1986.0,-84.27374,161.69298999999998,"(-84.273740, 161.692990)"
20319,Lewis Cliff 86417,17718,Valid,L3.5,1.6,Found,1986.0,-84.2558,161.44738999999998,"(-84.255800, 161.447390)"
20320,Lewis Cliff 86418,17719,Valid,H5,42.8,Found,1986.0,-84.2549,161.39106,"(-84.254900, 161.391060)"
20321,Lewis Cliff 86419,17720,Valid,LL6,2.3,Found,1986.0,-84.25524,161.43398,"(-84.255240, 161.433980)"
20322,Lewis Cliff 86420,17721,Valid,H5,13.1,Found,1986.0,-84.27374,161.69301000000002,"(-84.273740, 161.693010)"
20323,Lewis Cliff 86421,17722,Valid,L6,2.5,Found,1986.0,-84.25555,161.44472,"(-84.255550, 161.444720)"
20324,Lewis Cliff 86422,17723,Valid,H5,7.7,Found,1986.0,-84.27377,161.69387,"(-84.273770, 161.693870)"
20325,Lewis Cliff 86423,17724,Valid,H5,11.1,Found,1986.0,-84.25499,161.40492,"(-84.254990, 161.404920)"
20326,Lewis Cliff 86424,17725,Valid,H5,6.8,Found,1986.0,-84.2556,161.42491,"(-84.255600, 161.424910)"
20327,Lewis Cliff 86425,17726,Valid,L6,2.4,Found,1986.0,-84.25407,161.39321999999999,"(-84.254070, 161.393220)"
20328,Lewis Cliff 86426,17727,Valid,L6,3.1,Found,1986.0,-84.25631,161.42005,"(-84.256310, 161.420050)"
20329,Lewis Cliff 86427,17728,Valid,H6,2.3,Found,1986.0,-84.25555,161.43227,"(-84.255550, 161.432270)"
20330,Lewis Cliff 86428,17729,Valid,H6,6.5,Found,1986.0,-84.25511,161.40605,"(-84.255110, 161.406050)"
20331,Lewis Cliff 86429,17730,Valid,L6,6.6,Found,1986.0,-84.25477,161.40453,"(-84.254770, 161.404530)"
20332,Lewis Cliff 86430,17731,Valid,H5,5.7,Found,1986.0,-84.25534,161.42356999999998,"(-84.255340, 161.423570)"
20333,Lewis Cliff 86431,17732,Valid,H5,10.4,Found,1986.0,-84.27371,161.69339,"(-84.273710, 161.693390)"
20334,Lewis Cliff 86432,17733,Valid,LL6,7.3,Found,1986.0,-84.25621,161.43656000000001,"(-84.256210, 161.436560)"
20335,Lewis Cliff 86433,17734,Valid,H6,6.1,Found,1986.0,-84.25501,161.40627,"(-84.255010, 161.406270)"
20336,Lewis Cliff 86434,17735,Valid,H5,22.5,Found,1986.0,-84.27372,161.6925,"(-84.273720, 161.692500)"
20337,Lewis Cliff 86435,17736,Valid,H4,4.8,Found,1986.0,-84.25567,161.43493999999998,"(-84.255670, 161.434940)"
20338,Lewis Cliff 86436,17737,Valid,L3.5,3.9,Found,1986.0,-84.2561,161.42018000000002,"(-84.256100, 161.420180)"
20339,Lewis Cliff 86437,17738,Valid,H5,16.6,Found,1986.0,-84.27375,161.69293000000002,"(-84.273750, 161.692930)"
20340,Lewis Cliff 86438,17739,Valid,H5,45.4,Found,1986.0,-84.27373,161.6925,"(-84.273730, 161.692500)"
20341,Lewis Cliff 86439,17740,Valid,H6,6.4,Found,1986.0,-84.25579,161.41538,"(-84.255790, 161.415380)"
20342,Lewis Cliff 86440,17741,Valid,H5,6.9,Found,1986.0,-84.25534,161.40833999999998,"(-84.255340, 161.408340)"
20343,Lewis Cliff 86441,17742,Valid,H5,10.6,Found,1986.0,-84.25595,161.40117,"(-84.255950, 161.401170)"
20344,Lewis Cliff 86442,17743,Valid,H5,59.1,Found,1986.0,-84.27377,161.69341,"(-84.273770, 161.693410)"
20345,Lewis Cliff 86443,17744,Valid,H5,10.6,Found,1986.0,-84.27396,161.68166000000002,"(-84.273960, 161.681660)"
20346,Lewis Cliff 86444,17745,Valid,H5,14.8,Found,1986.0,-84.27411,161.67816000000002,"(-84.274110, 161.678160)"
