,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
37152,Sayh al Uhaymir 251,30108,Valid,L6,485.92,Found,2003.0,20.58747,57.35292,"(20.587470, 57.352920)"
37153,Sayh al Uhaymir 252,30109,Valid,H4/5,22.56,Found,2002.0,20.59093,57.19753000000001,"(20.590930, 57.197530)"
37154,Sayh al Uhaymir 253,30110,Valid,H5,2128.9,Found,2002.0,20.59637,57.16163,"(20.596370, 57.161630)"
37155,Sayh al Uhaymir 254,30111,Valid,L6,964.19,Found,2002.0,20.5989,57.020469999999996,"(20.598900, 57.020470)"
37156,Sayh al Uhaymir 255,30112,Valid,L6,461.13,Found,2003.0,20.59958,57.37525,"(20.599580, 57.375250)"
37157,Sayh al Uhaymir 256,30113,Valid,H5,392.5,Found,2002.0,20.60063,57.15925,"(20.600630, 57.159250)"
37158,Sayh al Uhaymir 257,30114,Valid,H5,175.12,Found,2003.0,20.60505,57.32175,"(20.605050, 57.321750)"
37159,Sayh al Uhaymir 258,30115,Valid,L6,3864.21,Found,2002.0,20.61327,57.339119999999994,"(20.613270, 57.339120)"
37160,Sayh al Uhaymir 259,30116,Valid,H4,1415.13,Found,2002.0,20.6227,56.947919999999996,"(20.622700, 56.947920)"
37161,Sayh al Uhaymir 260,30117,Valid,L6,460.13,Found,2003.0,20.6361,57.2141,"(20.636100, 57.214100)"
37162,Sayh al Uhaymir 261,30118,Valid,L3,499.44,Found,2002.0,20.668429999999997,57.159369999999996,"(20.668430, 57.159370)"
37163,Sayh al Uhaymir 262,30119,Valid,L6,1069.5,Found,2003.0,20.63642,57.28726999999999,"(20.636420, 57.287270)"
37164,Sayh al Uhaymir 263,30120,Valid,H5,400.8,Found,2002.0,20.69528,57.18323,"(20.695280, 57.183230)"
37165,Sayh al Uhaymir 264,30121,Valid,LL6,3548.08,Found,2002.0,20.696170000000002,57.1949,"(20.696170, 57.194900)"
37166,Sayh al Uhaymir 265,30122,Valid,H4-6,6289.88,Found,2002.0,20.706529999999997,57.18391999999999,"(20.706530, 57.183920)"
37167,Sayh al Uhaymir 266,30123,Valid,H5,25014.0,Found,2002.0,20.70713,57.18317,"(20.707130, 57.183170)"
37168,Sayh al Uhaymir 267,30124,Valid,L6,223.0,Found,2002.0,20.72205,57.21013000000001,"(20.722050, 57.210130)"
37169,Sayh al Uhaymir 268,30125,Valid,H4-6,71.1,Found,2002.0,20.72628,57.15971999999999,"(20.726280, 57.159720)"
37170,Sayh al Uhaymir 269,30126,Valid,H4-5,1033.0,Found,2003.0,20.72777,57.188419999999994,"(20.727770, 57.188420)"
37171,Sayh al Uhaymir 270,30127,Valid,H4-6,43508.2,Found,2003.0,20.72918,57.189,"(20.729180, 57.189000)"
37172,Sayh al Uhaymir 271,30128,Valid,H4,314.63,Found,2002.0,20.76885,57.26002,"(20.768850, 57.260020)"
37173,Sayh al Uhaymir 272,30129,Valid,H5,7563.0,Found,2003.0,20.78667,57.21405,"(20.786670, 57.214050)"
37174,Sayh al Uhaymir 273,30130,Valid,L6,97.45,Found,2003.0,20.79028,57.19408000000001,"(20.790280, 57.194080)"
37175,Sayh al Uhaymir 274,30131,Valid,L4,56.75,Found,2002.0,20.8131,57.330180000000006,"(20.813100, 57.330180)"
37176,Sayh al Uhaymir 275,30132,Valid,H6,303.23,Found,2002.0,20.94495,57.35585,"(20.944950, 57.355850)"
37177,Sayh al Uhaymir 276,30133,Valid,H6,286.4100000000001,Found,2002.0,20.100170000000002,56.83775,"(20.100170, 56.837750)"
37178,Sayh al Uhaymir 277,30134,Valid,H6,11643.0,Found,2002.0,20.16658,57.07545,"(20.166580, 57.075450)"
37179,Sayh al Uhaymir 278,30135,Valid,L5,27860.8,Found,2002.0,21.26172,57.178869999999996,"(21.261720, 57.178870)"
37180,Sayh al Uhaymir 279,30136,Valid,L6,79.56,Found,2003.0,21.04455,57.2735,"(21.044550, 57.273500)"
37181,Sayh al Uhaymir 280,30137,Valid,H4,193.02,Found,2002.0,21.0626,57.31251999999999,"(21.062600, 57.312520)"
37182,Sayh al Uhaymir 281,30138,Valid,EH3,162.56,Found,2001.0,21.0,57.2,"(21.000000, 57.200000)"
37183,Sayh al Uhaymir 282,30139,Valid,L~6,9.6,Found,2004.0,20.99245,57.3233,"(20.992450, 57.323300)"
37184,Sayh al Uhaymir 283,30140,Valid,H~5,70.5,Found,2004.0,21.04753,57.31763,"(21.047530, 57.317630)"
37185,Sayh al Uhaymir 284,30141,Valid,H~4,253.9,Found,2004.0,21.11363,56.81103,"(21.113630, 56.811030)"
37186,Sayh al Uhaymir 285,30142,Valid,H5,9.3,Found,2004.0,21.0689,57.313269999999996,"(21.068900, 57.313270)"
37187,Sayh al Uhaymir 286,30143,Valid,H~4,2.6,Found,2004.0,21.00295,57.32363,"(21.002950, 57.323630)"
37188,Sayh al Uhaymir 287,30144,Valid,H5,373.0,Found,2004.0,20.52693,57.134330000000006,"(20.526930, 57.134330)"
37189,Sayh al Uhaymir 288,30145,Valid,L~5,201.1,Found,2004.0,20.5274,57.135169999999995,"(20.527400, 57.135170)"
37190,Sayh al Uhaymir 289,30146,Valid,H4/5,3.0,Found,2004.0,21.00382,57.26387,"(21.003820, 57.263870)"
37191,Sayh al Uhaymir 290,30147,Valid,CH3,1796.0,Found,2004.0,21.07544,57.14703000000001,"(21.075440, 57.147030)"
37192,Sayh al Uhaymir 291,30148,Valid,L4,259.0,Found,2004.0,20.6004,57.16395,"(20.600400, 57.163950)"
37193,Sayh al Uhaymir 292,30149,Valid,H5,387.0,Found,2004.0,20.60342,57.164269999999995,"(20.603420, 57.164270)"
37194,Sayh al Uhaymir 293,30150,Valid,H5,613.0,Found,2004.0,20.60837,57.16007,"(20.608370, 57.160070)"
37195,Sayh al Uhaymir 294,30151,Valid,H4/5,168.5,Found,2004.0,21.04395,56.965,"(21.043950, 56.965000)"
37196,Sayh al Uhaymir 295,30152,Valid,L5,4780.0,Found,2004.0,21.009870000000003,57.038619999999995,"(21.009870, 57.038620)"
37197,Sayh al Uhaymir 296,30153,Valid,L~5,190.5,Found,2004.0,20.793670000000002,57.17375,"(20.793670, 57.173750)"
37198,Sayh al Uhaymir 297,30154,Valid,H~5,1.6,Found,2004.0,20.998379999999997,57.31972,"(20.998380, 57.319720)"
37199,Sayh al Uhaymir 298,30155,Valid,H5,221.5,Found,2004.0,20.79087,57.183519999999994,"(20.790870, 57.183520)"
37200,Sayh al Uhaymir 299,30156,Valid,L5,191.1,Found,2004.0,21.068579999999997,57.30132,"(21.068580, 57.301320)"
37201,Sayh al Uhaymir 300,30157,Valid,Lunar,152.6,Found,2000.0,21.006556,57.334417,"(21.006556, 57.334417)"
37202,Sayh al Uhaymir 301,30158,Valid,H/L4,32.5,Found,2004.0,21.05613,57.29243,"(21.056130, 57.292430)"
37203,Sayh al Uhaymir 302,30159,Valid,L6,15.7,Found,2004.0,21.0596,57.28343,"(21.059600, 57.283430)"
37204,Sayh al Uhaymir 303,30160,Valid,L4/5,10.2,Found,2004.0,21.06242,57.2758,"(21.062420, 57.275800)"
37205,Sayh al Uhaymir 304,30161,Valid,L6,20.2,Found,2004.0,21.06985,57.26393,"(21.069850, 57.263930)"
37206,Sayh al Uhaymir 305,30162,Valid,L5,51.1,Found,2004.0,20.598329999999997,57.163230000000006,"(20.598330, 57.163230)"
37207,Sayh al Uhaymir 306,30163,Valid,LL~5,3.8,Found,2004.0,21.00825,57.3327,"(21.008250, 57.332700)"
37208,Sayh al Uhaymir 307,30164,Valid,L~6,1.2,Found,2004.0,21.00295,57.327380000000005,"(21.002950, 57.327380)"
37209,Sayh al Uhaymir 308,30165,Valid,L5,313.0,Found,2004.0,21.06417,57.298869999999994,"(21.064170, 57.298870)"
37210,Sayh al Uhaymir 309,30166,Valid,L6,714.0,Found,2005.0,20.927670000000003,57.28233,"(20.927670, 57.282330)"
37211,Sayh al Uhaymir 310,30167,Valid,L6,94.0,Found,2001.0,21.2,57.1,"(21.200000, 57.100000)"
37212,Sayh al Uhaymir 311,30168,Valid,H4,214.0,Found,2004.0,21.00167,57.31166999999999,"(21.001670, 57.311670)"
37213,Sayh al Uhaymir 312,30169,Valid,L6,278.0,Found,2004.0,20.61167,56.755,"(20.611670, 56.755000)"
37214,Sayh al Uhaymir 313,30170,Valid,H4,412.0,Found,2004.0,20.68,56.815,"(20.680000, 56.815000)"
37215,Sayh al Uhaymir 314,30171,Valid,H5,4.0,Found,2004.0,21.011670000000002,57.31166999999999,"(21.011670, 57.311670)"
37216,Sayh al Uhaymir 315,30172,Valid,H6,6.0,Found,2004.0,21.01333,57.315,"(21.013330, 57.315000)"
37217,Sayh al Uhaymir 316,30173,Valid,L4,10.0,Found,2004.0,21.005,57.31166999999999,"(21.005000, 57.311670)"
37218,Sayh al Uhaymir 317,30174,Valid,H5,8.0,Found,2004.0,20.995,57.32666999999999,"(20.995000, 57.326670)"
37219,Sayh al Uhaymir 318,30175,Valid,H5,70.0,Found,2004.0,20.99833,57.31166999999999,"(20.998330, 57.311670)"
37220,Sayh al Uhaymir 319,30176,Valid,H5,550.0,Found,2004.0,21.09,57.25833000000001,"(21.090000, 57.258330)"
37221,Sayh al Uhaymir 320,30177,Valid,H6,18.0,Found,2004.0,21.075,57.26333,"(21.075000, 57.263330)"
37222,Sayh al Uhaymir 321,30178,Valid,L5,220.0,Found,2004.0,21.098329999999997,57.278330000000004,"(21.098330, 57.278330)"
37223,Sayh al Uhaymir 322,30179,Valid,H5,468.0,Found,2005.0,21.06,57.29667,"(21.060000, 57.296670)"
37224,Sayh al Uhaymir 323,30180,Valid,H6,112.0,Found,2001.0,20.99667,57.33,"(20.996670, 57.330000)"
37225,Sayh al Uhaymir 324,30181,Valid,H/L6,42.0,Found,2002.0,20.99667,57.316669999999995,"(20.996670, 57.316670)"
37226,Sayh al Uhaymir 325,30182,Valid,H5,76.0,Found,2004.0,21.005,57.325,"(21.005000, 57.325000)"
37227,Sayh al Uhaymir 326,30183,Valid,L6,1352.0,Found,2004.0,21.008329999999997,57.31,"(21.008330, 57.310000)"
37228,Sayh al Uhaymir 400,30184,Valid,L6,45.59,Found,2004.0,20.53578,56.6709,"(20.535780, 56.670900)"
37229,Sayh al Uhaymir 401,30185,Valid,L4,24.5,Found,2004.0,20.5429,56.63808,"(20.542900, 56.638080)"
37230,Sayh al Uhaymir 402,30186,Valid,Enst achon-ung,78.0,Found,2004.0,21.07694,57.26971999999999,"(21.076940, 57.269720)"
37231,Sayh al Uhaymir 403,30187,Valid,L5,182.4,Found,2003.0,20.52808,56.6753,"(20.528080, 56.675300)"
37232,Sayh al Uhaymir 404,30188,Valid,L6,97.27,Found,2003.0,20.03577,57.220380000000006,"(20.035770, 57.220380)"
37233,Sayh al Uhaymir 405,30189,Valid,H4-5,76.04,Found,2003.0,20.19485,57.2022,"(20.194850, 57.202200)"
37234,Sayh al Uhaymir 406,30190,Valid,Eucrite,30.92,Found,2005.0,20.06413,56.5339,"(20.064130, 56.533900)"
37235,Sayh al Uhaymir 407,30191,Valid,H4,720.2,Found,2005.0,21.00345,57.15368,"(21.003450, 57.153680)"
37236,Sayh al Uhaymir 408,30192,Valid,L5,369.1,Found,2005.0,20.910220000000002,56.902280000000005,"(20.910220, 56.902280)"
37237,Sayh al Uhaymir 409,30193,Valid,H5,120.81,Found,2005.0,20.91422,56.8861,"(20.914220, 56.886100)"
37238,Sayh al Uhaymir 410,30194,Valid,L4,455.7,Found,2005.0,20.91212,56.84697,"(20.912120, 56.846970)"
37239,Sayh al Uhaymir 411,30195,Valid,L5-6,42.94,Found,2005.0,21.00572,57.03185,"(21.005720, 57.031850)"
37240,Sayh al Uhaymir 412,30196,Valid,L5,212.28,Found,2005.0,20.0093,56.50733,"(20.009300, 56.507330)"
37241,Sayh al Uhaymir 413,30197,Valid,H6,81.14,Found,2005.0,19.997329999999998,56.5352,"(19.997330, 56.535200)"
37242,Sayh al Uhaymir 414,30198,Valid,H5,410.31,Found,2005.0,19.99653,56.5261,"(19.996530, 56.526100)"
37243,Sayh al Uhaymir 415,30199,Valid,H5,1212.5,Found,2005.0,19.997020000000003,56.512119999999996,"(19.997020, 56.512120)"
37244,Sayh al Uhaymir 416,30200,Valid,H4,293.6,Found,2005.0,20.043029999999998,56.57788000000001,"(20.043030, 56.577880)"
37245,Sayh al Uhaymir 417,30201,Valid,H5,19.46,Found,2005.0,20.27962,56.50845,"(20.279620, 56.508450)"
37246,Sayh al Uhaymir 418,30202,Valid,L5,59.8,Found,2005.0,20.265079999999998,56.503,"(20.265080, 56.503000)"
37247,Sayh al Uhaymir 419,30203,Valid,H5-6,75.93,Found,2005.0,20.884,56.99377,"(20.884000, 56.993770)"
37248,Sayh al Uhaymir 420,30204,Valid,LL6,188.8,Found,2005.0,20.92243,56.88685,"(20.922430, 56.886850)"
37249,Sayh al Uhaymir 421,30205,Valid,H5,81.36,Found,2005.0,20.86885,56.664680000000004,"(20.868850, 56.664680)"
37250,Sayh al Uhaymir 422,30206,Valid,H5,506.3,Found,2005.0,20.84918,56.94902,"(20.849180, 56.949020)"
37251,Sayh al Uhaymir 423,30207,Valid,H6,8507.7,Found,2005.0,21.01332,57.091730000000005,"(21.013320, 57.091730)"
37252,Sayh al Uhaymir 424,30208,Valid,L6,23.16,Found,2005.0,21.268520000000002,57.31615,"(21.268520, 57.316150)"
37253,Sayh al Uhaymir 425,30209,Valid,L5-6,10006.7,Found,2005.0,20.93015,57.14505,"(20.930150, 57.145050)"
37254,Sayh al Uhaymir 426,30210,Valid,H4-5,112.41,Found,2005.0,20.92558,57.12225,"(20.925580, 57.122250)"
37255,Sayh al Uhaymir 427,30211,Valid,CV3,59.0,Found,2001.0,21.084770000000002,57.275980000000004,"(21.084770, 57.275980)"
37256,Sayh al Uhaymir 428,30212,Valid,H~5,121.9,Found,2001.0,21.084529999999997,57.29322,"(21.084530, 57.293220)"
37257,Sayh al Uhaymir 429,30213,Valid,H4,154.5,Found,2001.0,21.05525,57.26902,"(21.055250, 57.269020)"
37258,Sayh al Uhaymir 430,30214,Valid,H~5,180.6,Found,2001.0,21.076520000000002,57.295880000000004,"(21.076520, 57.295880)"
37259,Sayh al Uhaymir 431,30215,Valid,H5,22.1,Found,2001.0,21.0769,57.29693,"(21.076900, 57.296930)"
37260,Sayh al Uhaymir 432,30216,Valid,L~6,62.0,Found,2001.0,21.05525,57.25815,"(21.055250, 57.258150)"
37261,Sayh al Uhaymir 433,30217,Valid,L~6,43.3,Found,2001.0,21.066370000000003,57.2648,"(21.066370, 57.264800)"
37262,Sayh al Uhaymir 434,30218,Valid,H~5,286.1,Found,2001.0,21.08908,57.27265,"(21.089080, 57.272650)"
37263,Sayh al Uhaymir 435,30219,Valid,H~5,164.6,Found,2001.0,21.09352,57.275580000000005,"(21.093520, 57.275580)"
37264,Sayh al Uhaymir 436,30220,Valid,H~5,808.1,Found,2001.0,21.09807,57.28043,"(21.098070, 57.280430)"
37265,Sayh al Uhaymir 437,30221,Valid,H~4,1358.1,Found,2001.0,21.08997,57.29492,"(21.089970, 57.294920)"
37266,Sayh al Uhaymir 438,30222,Valid,H5,90.7,Found,2007.0,21.09905,57.267669999999995,"(21.099050, 57.267670)"
37267,Sayh al Uhaymir 439,30223,Valid,LL~5,37.9,Found,2007.0,20.545,56.67417,"(20.545000, 56.674170)"
37268,Sayh al Uhaymir 440,30224,Valid,LL~5,5.9,Found,2007.0,20.55157,56.683080000000004,"(20.551570, 56.683080)"
37269,Sayh al Uhaymir 441,30225,Valid,LL~3,11.7,Found,2007.0,20.55088,56.683530000000005,"(20.550880, 56.683530)"
37270,Sayh al Uhaymir 442,30226,Valid,L~6,28.6,Found,2007.0,20.541220000000003,56.68055,"(20.541220, 56.680550)"
37271,Sayh al Uhaymir 443,30227,Valid,LL~5,4.7,Found,2007.0,20.53877,56.674080000000004,"(20.538770, 56.674080)"
37272,Sayh al Uhaymir 444,30228,Valid,LL~5,17.4,Found,2007.0,20.5318,56.6687,"(20.531800, 56.668700)"
37273,Sayh al Uhaymir 445,30229,Valid,LL~5,31.3,Found,2007.0,20.53217,56.67183000000001,"(20.532170, 56.671830)"
37274,Sayh al Uhaymir 446,30230,Valid,LL~3,15.1,Found,2007.0,20.530720000000002,56.67097,"(20.530720, 56.670970)"
37275,Sayh al Uhaymir 447,30231,Valid,LL~3,32.8,Found,2007.0,20.55037,56.6854,"(20.550370, 56.685400)"
37276,Sayh al Uhaymir 448,30232,Valid,LL~5,2.5,Found,2007.0,20.545,56.67333000000001,"(20.545000, 56.673330)"
37277,Sayh al Uhaymir 449,30233,Valid,Lunar,16.5,Found,2006.0,21.04,57.315,"(21.040000, 57.315000)"
37278,Sayh al Uhaymir 450,30234,Valid,L4,1713.81,Found,2006.0,20.8825,57.35723,"(20.882500, 57.357230)"
37279,Sayh al Uhaymir 451,30235,Valid,H4,167.41,Found,2006.0,20.79325,57.35065,"(20.793250, 57.350650)"
37280,Sayh al Uhaymir 452,30236,Valid,H6,676.0,Found,2006.0,20.59517,56.83023000000001,"(20.595170, 56.830230)"
37281,Sayh al Uhaymir 453,30237,Valid,L4,298.93,Found,2006.0,20.47928,56.82898,"(20.479280, 56.828980)"
37282,Sayh al Uhaymir 454,30238,Valid,L6,120.88,Found,2006.0,20.47928,56.754419999999996,"(20.479280, 56.754420)"
37283,Sayh al Uhaymir 455,30239,Valid,H5,274.79,Found,2006.0,20.47955,56.74435,"(20.479550, 56.744350)"
37284,Sayh al Uhaymir 456,30240,Valid,L6,94.12,Found,2006.0,20.43822,56.70383,"(20.438220, 56.703830)"
37285,Sayh al Uhaymir 457,30241,Valid,H4,16.92,Found,2006.0,20.33928,56.56445,"(20.339280, 56.564450)"
37286,Sayh al Uhaymir 463,30242,Valid,L~6,519.3,Found,2008.0,20.01585,56.55805,"(20.015850, 56.558050)"
37287,Sayh al Uhaymir 464,30243,Valid,LL5,210.3,Found,2008.0,20.025570000000002,56.55826999999999,"(20.025570, 56.558270)"
37288,Sayh al Uhaymir 465,30244,Valid,H~6,100.5,Found,2008.0,20.0136,56.557869999999994,"(20.013600, 56.557870)"
37289,Sayh al Uhaymir 466,30245,Valid,L/LL~5,228.3,Found,2008.0,20.097,56.624469999999995,"(20.097000, 56.624470)"
37290,Sayh al Uhaymir 467,30246,Valid,L~5,271.7,Found,2008.0,20.159979999999997,56.64625,"(20.159980, 56.646250)"
37291,Sayh al Uhaymir 468,30247,Valid,H~6,59.8,Found,2003.0,20.99782,57.29495,"(20.997820, 57.294950)"
37292,Sayh al Uhaymir 469,30248,Valid,L~6,365.6,Found,2003.0,20.9964,57.28787,"(20.996400, 57.287870)"
37293,Sayh al Uhaymir 470,30249,Valid,H4,127.3,Found,2001.0,21.087870000000002,56.941280000000006,"(21.087870, 56.941280)"
37294,Sayh al Uhaymir 471,30250,Valid,L4-6,2081.8,Found,2002.0,20.51132,57.29286999999999,"(20.511320, 57.292870)"
37295,Sayh al Uhaymir 472,30251,Valid,H5,1031.4,Found,2002.0,20.386120000000002,56.93883,"(20.386120, 56.938830)"
37296,Sayh al Uhaymir 473,30252,Valid,L4,3016.69,Found,2002.0,20.051679999999998,56.50583,"(20.051680, 56.505830)"
37297,Sayh al Uhaymir 474,30253,Valid,L5,355.507,Found,2002.0,20.09742,56.628519999999995,"(20.097420, 56.628520)"
37298,Sayh al Uhaymir 475,30254,Valid,L4,32.101,Found,2002.0,20.16558,56.62803,"(20.165580, 56.628030)"
37299,Sayh al Uhaymir 476,30255,Valid,L5,86.47199999999998,Found,2002.0,20.2454,56.51588,"(20.245400, 56.515880)"
37300,Sayh al Uhaymir 477,30256,Valid,L5,73.8,Found,2005.0,20.01022,56.52188,"(20.010220, 56.521880)"
37301,Sayh al Uhaymir 478,30257,Valid,H4,135.873,Found,2007.0,20.92257,57.13616999999999,"(20.922570, 57.136170)"
37302,Sayh al Uhaymir 479,30258,Valid,H5,75.87399999999998,Found,2007.0,20.255229999999997,56.541430000000005,"(20.255230, 56.541430)"
37303,Sayh al Uhaymir 480,30259,Valid,H4,108.74600000000001,Found,2007.0,20.3953,56.58882,"(20.395300, 56.588820)"
37304,Sayh al Uhaymir 481,30260,Valid,L6,52.391,Found,2007.0,20.4429,56.654219999999995,"(20.442900, 56.654220)"
37305,Sayh al Uhaymir 482,30261,Valid,L6,157.457,Found,2007.0,20.44538,56.65541999999999,"(20.445380, 56.655420)"
37306,Sayh al Uhaymir 483,30262,Valid,H5,49.251,Found,2007.0,20.59788,56.97881999999999,"(20.597880, 56.978820)"
37307,Sayh al Uhaymir 484,30263,Valid,L6,908.0,Found,2008.0,20.786170000000002,57.14966999999999,"(20.786170, 57.149670)"
37308,Sayh al Uhaymir 487,30264,Valid,H6,32.7,Found,2008.0,21.276320000000002,57.11877,"(21.276320, 57.118770)"
37309,Sayh al Uhaymir 488,30265,Valid,H6,143.3,Found,2008.0,21.2921,57.178,"(21.292100, 57.178000)"
37310,Sayh al Uhaymir 489,30266,Valid,H5,3644.6,Found,2008.0,20.95935,56.9719,"(20.959350, 56.971900)"
37311,Sayh al Uhaymir 490,30267,Valid,H5,277.9,Found,2008.0,20.27317,56.634130000000006,"(20.273170, 56.634130)"
37312,Sayh al Uhaymir 491,30268,Valid,L3.7,323.0,Found,2008.0,20.2926,56.64225,"(20.292600, 56.642250)"
37313,Sayh al Uhaymir 492,30269,Valid,L6,1257.1,Found,2008.0,21.26845,57.128719999999994,"(21.268450, 57.128720)"
37314,Sayh al Uhaymir 493,30270,Valid,Achondrite-ung,134.0,Found,2009.0,20.53333,57.3,"(20.533330, 57.300000)"
37315,Sayh al Uhaymir 494,30271,Valid,H4,149.0,Found,2008.0,20.19867,56.809169999999995,"(20.198670, 56.809170)"
37316,Sayh al Uhaymir 495,30272,Valid,H6,92.0,Found,2008.0,20.7025,57.111169999999994,"(20.702500, 57.111170)"
37317,Sayh al Uhaymir 496,30273,Valid,H4,732.0,Found,2009.0,20.527829999999998,57.4045,"(20.527830, 57.404500)"
37318,Sayh al Uhaymir 497,30274,Valid,L6,415.0,Found,2009.0,20.21167,56.60467,"(20.211670, 56.604670)"
37319,Sayh al Uhaymir 498,30275,Valid,L5,4053.0,Found,2009.0,20.532,57.335,"(20.532000, 57.335000)"
37320,Sayh al Uhaymir 499,30276,Valid,H5,15900.0,Found,2009.0,20.764670000000002,57.26967,"(20.764670, 57.269670)"
37321,Sayh al Uhaymir 500,30277,Valid,H6,1269.0,Found,2009.0,20.126170000000002,56.562830000000005,"(20.126170, 56.562830)"
37322,Sayh al Uhaymir 501,30278,Valid,H6,954.0,Found,2009.0,20.78533,57.26866999999999,"(20.785330, 57.268670)"
37323,Sayh al Uhaymir 502,30279,Valid,L5,541.0,Found,2009.0,20.53,57.367,"(20.530000, 57.367000)"
37324,Sayh al Uhaymir 503,30280,Valid,CV3,815.0,Found,2010.0,20.616670000000003,57.03333000000001,"(20.616670, 57.033330)"
37325,Sayh al Uhaymir 504,30281,Valid,L5/6,20000.0,Found,2010.0,20.383329999999997,56.76667,"(20.383330, 56.766670)"
37326,Sayh al Uhaymir 505,30282,Valid,L4-5,110.0,Found,2009.0,20.564,56.6655,"(20.564000, 56.665500)"
37327,Sayh al Uhaymir 506,30283,Valid,H4-5,356.7,Found,2009.0,21.25452,56.503,"(21.254520, 56.503000)"
37328,Sayh al Uhaymir 507,30284,Valid,L6,665.7,Found,2009.0,21.28998,56.58091999999999,"(21.289980, 56.580920)"
37329,Sayh al Uhaymir 508,30285,Valid,H6,373.9,Found,2009.0,21.20007,56.7355,"(21.200070, 56.735500)"
37330,Sayh al Uhaymir 509,30286,Valid,H5,182.7,Found,2009.0,21.01217,56.77956999999999,"(21.012170, 56.779570)"
37331,Sayh al Uhaymir 510,30287,Valid,L6,257.6,Found,2009.0,20.9393,56.9045,"(20.939300, 56.904500)"
37332,Sayh al Uhaymir 511,30288,Valid,Ureilite,266.2,Found,2009.0,20.89607,56.926069999999996,"(20.896070, 56.926070)"
37333,Sayh al Uhaymir 512,30289,Valid,H4-5,1606.9,Found,2009.0,20.906229999999997,56.94885,"(20.906230, 56.948850)"
37334,Sayh al Uhaymir 513,30290,Valid,H5,154.2,Found,2009.0,20.12538,56.55335,"(20.125380, 56.553350)"
37335,Sayh al Uhaymir 514,30291,Valid,L5,1145.1,Found,2009.0,20.71282,57.12161999999999,"(20.712820, 57.121620)"
37336,Sayh al Uhaymir 515,30292,Valid,H4,549.9,Found,2009.0,20.727220000000003,57.10742,"(20.727220, 57.107420)"
37337,Sayh al Uhaymir 516,30293,Valid,H5,115.5,Found,2009.0,20.356479999999998,56.54885,"(20.356480, 56.548850)"
37338,Sayh al Uhaymir 517,30294,Valid,L4,1.7,Found,2009.0,20.356379999999998,56.55141999999999,"(20.356380, 56.551420)"
37339,Sayh al Uhaymir 518,30295,Valid,L5,390.3,Found,2009.0,20.37153,56.510819999999995,"(20.371530, 56.510820)"
37340,Sayh al Uhaymir 519,30296,Valid,L5,403.2,Found,2009.0,20.37165,56.510169999999995,"(20.371650, 56.510170)"
37341,Sayh al Uhaymir 520,30297,Valid,H5,30.2,Found,2009.0,20.42087,56.500330000000005,"(20.420870, 56.500330)"
37342,Sayh al Uhaymir 521,30298,Valid,H5,350.1,Found,2009.0,20.404320000000002,56.64205,"(20.404320, 56.642050)"
37343,Sayh al Uhaymir 522,30299,Valid,L6,977.8,Found,2009.0,20.407020000000003,56.652280000000005,"(20.407020, 56.652280)"
37344,Sayh al Uhaymir 523,30300,Valid,L6,265.2,Found,2009.0,20.415329999999997,56.6655,"(20.415330, 56.665500)"
37345,Sayh al Uhaymir 524,30301,Valid,L6,1485.7,Found,2009.0,21.03712,57.2311,"(21.037120, 57.231100)"
37346,Sayh al Uhaymir 525,30302,Valid,Ureilite,212.0,Found,2006.0,20.9645,56.720330000000004,"(20.964500, 56.720330)"
37347,Sayh al Uhaymir 526,30303,Valid,LL6,806.0,Found,2010.0,20.52596,56.79725,"(20.525960, 56.797250)"
37348,Sayh al Uhaymir 527,30304,Valid,LL4,379.0,Found,2010.0,20.03024,56.64801,"(20.030240, 56.648010)"
37349,Sayh al Uhaymir 531,30305,Valid,H5,2339.0,Found,2002.0,21.00633,57.321830000000006,"(21.006330, 57.321830)"
37350,Sayh al Uhaymir 532,30306,Valid,L6,99.67,Found,2010.0,20.134520000000002,56.589769999999994,"(20.134520, 56.589770)"
37351,Sayh al Uhaymir 533,30307,Valid,L6,146.35,Found,2010.0,20.26653,56.51653,"(20.266530, 56.516530)"
37352,Sayh al Uhaymir 534,30308,Valid,L6,49.66,Found,2010.0,20.3806,56.593419999999995,"(20.380600, 56.593420)"
37353,Sayh al Uhaymir 535,30309,Valid,H5-6,318.21,Found,2010.0,20.40138,56.63825,"(20.401380, 56.638250)"
37354,Sayh al Uhaymir 536,30310,Valid,H5,412.8,Found,2010.0,20.53738,56.989169999999994,"(20.537380, 56.989170)"
37355,Sayh al Uhaymir 537,30311,Valid,Eucrite-pmict,32.4,Found,2011.0,20.39561,56.63589,"(20.395610, 56.635890)"
37356,Sayh al Uhaymir 538,30312,Valid,L6,154.0,Found,2011.0,21.10707,57.04363000000001,"(21.107070, 57.043630)"
37357,Sayh al Uhaymir 539,30313,Valid,L6,34.0,Found,2011.0,21.0597,57.27632,"(21.059700, 57.276320)"
37358,Sayh al Uhaymir 540,30314,Valid,L6,120.0,Found,2011.0,21.059179999999998,57.2762,"(21.059180, 57.276200)"
37359,Sayh al Uhaymir 541,30315,Valid,H6,3298.0,Found,2011.0,20.76578,57.283319999999996,"(20.765780, 57.283320)"
37360,Sayh al Uhaymir 542,30316,Valid,H6,2850.0,Found,2011.0,20.51228,57.283269999999995,"(20.512280, 57.283270)"
